,date,dest_city,origin_city,DepDelay
59,2003-12-31,Los Angeles,San Francisco,9.802949061662199
0,2004-01-31,Minneapolis,Chicago,11.857142857142858
1,2004-01-31,Las Vegas,Los Angeles,6.192687747035573
2,2004-01-31,San Francisco,Los Angeles,9.107994389901823
3,2004-01-31,Chicago,Minneapolis,13.076438140267928
4,2004-01-31,Los Angeles,San Francisco,3.74468085106383
5,2004-02-29,Minneapolis,Chicago,4.473193473193473
6,2004-02-29,Las Vegas,Los Angeles,12.560669456066945
7,2004-02-29,San Francisco,Los Angeles,7.334821428571429
8,2004-02-29,Chicago,Minneapolis,6.174501992031873
9,2004-02-29,Los Angeles,San Francisco,5.354792560801145
10,2004-03-31,Minneapolis,Chicago,9.791911764705882
11,2004-03-31,Las Vegas,Los Angeles,5.6826923076923075
12,2004-03-31,San Francisco,Los Angeles,2.9325068870523414
13,2004-03-31,Chicago,Minneapolis,10.602719033232628
14,2004-03-31,Los Angeles,San Francisco,0.6457219251336899
15,2004-04-30,Minneapolis,Chicago,3.6269315673289184
16,2004-04-30,Las Vegas,Los Angeles,7.356725146198831
17,2004-04-30,San Francisco,Los Angeles,0.41975308641975306
18,2004-04-30,Chicago,Minneapolis,5.68796992481203
19,2004-04-30,Los Angeles,San Francisco,-1.0264255910987483
20,2004-05-31,Minneapolis,Chicago,12.293076923076923
21,2004-05-31,Las Vegas,Los Angeles,4.598864711447493
22,2004-05-31,San Francisco,Los Angeles,5.900815217391305
23,2004-05-31,Chicago,Minneapolis,14.056962025316455
24,2004-05-31,Los Angeles,San Francisco,2.444141689373297
25,2004-06-30,Minneapolis,Chicago,11.572267057960381
26,2004-06-30,Las Vegas,Los Angeles,10.755360623781677
27,2004-06-30,San Francisco,Los Angeles,8.467202141900938
28,2004-06-30,Chicago,Minneapolis,10.630147630147631
29,2004-06-30,Los Angeles,San Francisco,6.598130841121495
30,2004-07-31,Minneapolis,Chicago,11.561209439528023
31,2004-07-31,Las Vegas,Los Angeles,10.65080875356803
32,2004-07-31,San Francisco,Los Angeles,7.184041184041184
33,2004-07-31,Chicago,Minneapolis,8.278996865203762
34,2004-07-31,Los Angeles,San Francisco,7.028097062579821
35,2004-08-31,Minneapolis,Chicago,7.326221610461115
36,2004-08-31,Las Vegas,Los Angeles,9.850802644003776
37,2004-08-31,San Francisco,Los Angeles,7.344221105527638
38,2004-08-31,Chicago,Minneapolis,7.039560439560439
39,2004-08-31,Los Angeles,San Francisco,4.843631778058008
40,2004-09-30,Minneapolis,Chicago,0.6222723852520692
41,2004-09-30,Las Vegas,Los Angeles,7.574531095755183
42,2004-09-30,San Francisco,Los Angeles,4.433510638297872
43,2004-09-30,Chicago,Minneapolis,-0.9352290679304898
44,2004-09-30,Los Angeles,San Francisco,2.4501312335958003
45,2004-10-31,Minneapolis,Chicago,3.4985272459499264
46,2004-10-31,Las Vegas,Los Angeles,10.243503368623676
47,2004-10-31,San Francisco,Los Angeles,6.096985583224115
48,2004-10-31,Chicago,Minneapolis,3.510703363914373
49,2004-10-31,Los Angeles,San Francisco,2.9302915082382763
50,2004-11-30,Minneapolis,Chicago,6.87409200968523
51,2004-11-30,Las Vegas,Los Angeles,10.516569200779728
52,2004-11-30,San Francisco,Los Angeles,4.005509641873278
53,2004-11-30,Chicago,Minneapolis,6.268231349538977
54,2004-11-30,Los Angeles,San Francisco,0.031914893617021274
55,2004-12-31,Minneapolis,Chicago,10.856152512998268
56,2004-12-31,Las Vegas,Los Angeles,12.409980430528377
57,2004-12-31,San Francisco,Los Angeles,11.339118825100133
58,2004-12-31,Chicago,Minneapolis,10.838427947598253
59,2004-12-31,Los Angeles,San Francisco,5.887012987012987
0,2005-01-31,Minneapolis,Chicago,11.730327144120247
1,2005-01-31,Las Vegas,Los Angeles,14.5029296875
2,2005-01-31,San Francisco,Los Angeles,12.865781710914455
3,2005-01-31,Chicago,Minneapolis,11.912691269126913
4,2005-01-31,Los Angeles,San Francisco,5.157968970380818
5,2005-02-28,Minneapolis,Chicago,2.2470588235294118
6,2005-02-28,Las Vegas,Los Angeles,15.356446370530877
7,2005-02-28,San Francisco,Los Angeles,8.820097244732578
8,2005-02-28,Chicago,Minneapolis,2.72895467160037
9,2005-02-28,Los Angeles,San Francisco,3.5356037151702786
10,2005-03-31,Minneapolis,Chicago,7.583612040133779
11,2005-03-31,Las Vegas,Los Angeles,7.911045943304008
12,2005-03-31,San Francisco,Los Angeles,6.240981240981241
13,2005-03-31,Chicago,Minneapolis,6.90770533446232
14,2005-03-31,Los Angeles,San Francisco,4.243206521739131
15,2005-04-30,Minneapolis,Chicago,0.7337278106508875
16,2005-04-30,Las Vegas,Los Angeles,4.04863813229572
17,2005-04-30,San Francisco,Los Angeles,3.6555232558139537
18,2005-04-30,Chicago,Minneapolis,-0.08188153310104529
19,2005-04-30,Los Angeles,San Francisco,2.2276785714285716
20,2005-05-31,Minneapolis,Chicago,4.461363636363636
21,2005-05-31,Las Vegas,Los Angeles,4.53954802259887
22,2005-05-31,San Francisco,Los Angeles,7.462277091906722
23,2005-05-31,Chicago,Minneapolis,2.83515625
24,2005-05-31,Los Angeles,San Francisco,4.451253481894151
25,2005-06-30,Minneapolis,Chicago,11.919753086419753
26,2005-06-30,Las Vegas,Los Angeles,8.645914396887159
27,2005-06-30,San Francisco,Los Angeles,10.596209912536443
28,2005-06-30,Chicago,Minneapolis,7.453186467348544
29,2005-06-30,Los Angeles,San Francisco,9.934497816593886
30,2005-07-31,Minneapolis,Chicago,15.375786163522013
31,2005-07-31,Las Vegas,Los Angeles,10.538535645472061
32,2005-07-31,San Francisco,Los Angeles,7.612625538020086
33,2005-07-31,Chicago,Minneapolis,11.255573248407643
34,2005-07-31,Los Angeles,San Francisco,6.357954545454546
35,2005-08-31,Minneapolis,Chicago,8.300529901589705
36,2005-08-31,Las Vegas,Los Angeles,8.87793427230047
37,2005-08-31,San Francisco,Los Angeles,8.049295774647888
38,2005-08-31,Chicago,Minneapolis,8.630284396617986
39,2005-08-31,Los Angeles,San Francisco,4.7615062761506275
40,2005-09-30,Minneapolis,Chicago,6.396
41,2005-09-30,Las Vegas,Los Angeles,6.635755258126195
42,2005-09-30,San Francisco,Los Angeles,4.693295292439372
43,2005-09-30,Chicago,Minneapolis,5.597853014037985
44,2005-09-30,Los Angeles,San Francisco,3.698813056379822
45,2005-10-31,Minneapolis,Chicago,5.642148760330579
46,2005-10-31,Las Vegas,Los Angeles,10.06672845227062
47,2005-10-31,San Francisco,Los Angeles,6.066115702479339
48,2005-10-31,Chicago,Minneapolis,2.480475382003396
49,2005-10-31,Los Angeles,San Francisco,4.005755395683453
50,2005-11-30,Minneapolis,Chicago,8.949261992619926
51,2005-11-30,Las Vegas,Los Angeles,4.0
52,2005-11-30,San Francisco,Los Angeles,7.2942942942942945
53,2005-11-30,Chicago,Minneapolis,5.220322886989553
54,2005-11-30,Los Angeles,San Francisco,5.077697841726619
55,2005-12-31,Minneapolis,Chicago,20.065310492505354
56,2005-12-31,Las Vegas,Los Angeles,6.201171875
57,2005-12-31,San Francisco,Los Angeles,23.594285714285714
58,2005-12-31,Chicago,Minneapolis,17.197649572649574
59,2005-12-31,Los Angeles,San Francisco,21.97658402203857
0,2006-01-31,Minneapolis,Chicago,8.451141552511416
1,2006-01-31,Las Vegas,Los Angeles,6.541784037558686
2,2006-01-31,San Francisco,Los Angeles,10.007204610951009
3,2006-01-31,Chicago,Minneapolis,6.650467289719626
4,2006-01-31,Los Angeles,San Francisco,7.127272727272727
5,2006-02-28,Minneapolis,Chicago,9.377601585728444
6,2006-02-28,Las Vegas,Los Angeles,10.842857142857143
7,2006-02-28,San Francisco,Los Angeles,12.177394034536892
8,2006-02-28,Chicago,Minneapolis,6.026503567787971
9,2006-02-28,Los Angeles,San Francisco,8.39723926380368
10,2006-03-31,Minneapolis,Chicago,15.543554006968641
11,2006-03-31,Las Vegas,Los Angeles,11.075418994413408
12,2006-03-31,San Francisco,Los Angeles,17.424753867791843
13,2006-03-31,Chicago,Minneapolis,13.023423423423424
14,2006-03-31,Los Angeles,San Francisco,15.664819944598339
15,2006-04-30,Minneapolis,Chicago,10.33616298811545
16,2006-04-30,Las Vegas,Los Angeles,11.770593445527014
17,2006-04-30,San Francisco,Los Angeles,13.833333333333334
18,2006-04-30,Chicago,Minneapolis,8.08955223880597
19,2006-04-30,Los Angeles,San Francisco,11.01620029455081
20,2006-05-31,Minneapolis,Chicago,14.602775368603643
21,2006-05-31,Las Vegas,Los Angeles,7.804310344827586
22,2006-05-31,San Francisco,Los Angeles,7.316083916083916
23,2006-05-31,Chicago,Minneapolis,11.480553154710458
24,2006-05-31,Los Angeles,San Francisco,5.233566433566433
25,2006-06-30,Minneapolis,Chicago,15.145423438836612
26,2006-06-30,Las Vegas,Los Angeles,10.464093357271095
27,2006-06-30,San Francisco,Los Angeles,8.04822695035461
28,2006-06-30,Chicago,Minneapolis,7.530088495575221
29,2006-06-30,Los Angeles,San Francisco,8.258426966292134
30,2006-07-31,Minneapolis,Chicago,18.455470737913487
31,2006-07-31,Las Vegas,Los Angeles,12.241592920353982
32,2006-07-31,San Francisco,Los Angeles,9.847058823529412
33,2006-07-31,Chicago,Minneapolis,10.506690454950936
34,2006-07-31,Los Angeles,San Francisco,7.53558926487748
35,2006-08-31,Minneapolis,Chicago,13.889344262295081
36,2006-08-31,Las Vegas,Los Angeles,9.817549956559514
37,2006-08-31,San Francisco,Los Angeles,9.781645569620252
38,2006-08-31,Chicago,Minneapolis,8.959044368600683
39,2006-08-31,Los Angeles,San Francisco,6.463949843260188
40,2006-09-30,Minneapolis,Chicago,12.511265164644714
41,2006-09-30,Las Vegas,Los Angeles,6.7980339588918675
42,2006-09-30,San Francisco,Los Angeles,6.3042986425339365
43,2006-09-30,Chicago,Minneapolis,11.328900709219859
44,2006-09-30,Los Angeles,San Francisco,5.5106145251396645
45,2006-10-31,Minneapolis,Chicago,9.313973063973064
46,2006-10-31,Las Vegas,Los Angeles,9.283582089552239
47,2006-10-31,San Francisco,Los Angeles,9.016967126193
48,2006-10-31,Chicago,Minneapolis,9.698712446351932
49,2006-10-31,Los Angeles,San Francisco,7.720806794055202
50,2006-11-30,Minneapolis,Chicago,7.828970331588133
51,2006-11-30,Las Vegas,Los Angeles,5.350267379679145
52,2006-11-30,San Francisco,Los Angeles,11.518032786885247
53,2006-11-30,Chicago,Minneapolis,6.347670250896058
54,2006-11-30,Los Angeles,San Francisco,12.013756613756614
55,2006-12-31,Minneapolis,Chicago,15.423285198555957
56,2006-12-31,Las Vegas,Los Angeles,11.544093178036606
57,2006-12-31,San Francisco,Los Angeles,11.935449735449735
58,2006-12-31,Chicago,Minneapolis,13.802400738688828
59,2006-12-31,Los Angeles,San Francisco,11.968782518210197
0,2007-01-31,Minneapolis,Chicago,9.798525798525798
1,2007-01-31,Las Vegas,Los Angeles,8.18363939899833
2,2007-01-31,San Francisco,Los Angeles,6.138771186440678
3,2007-01-31,Chicago,Minneapolis,8.080604534005039
4,2007-01-31,Los Angeles,San Francisco,4.217616580310881
5,2007-02-28,Minneapolis,Chicago,16.463709677419356
6,2007-02-28,Las Vegas,Los Angeles,9.507421150278294
7,2007-02-28,San Francisco,Los Angeles,13.033564814814815
8,2007-02-28,Chicago,Minneapolis,15.608695652173912
9,2007-02-28,Los Angeles,San Francisco,12.397306397306398
10,2007-03-31,Minneapolis,Chicago,14.659050966608085
11,2007-03-31,Las Vegas,Los Angeles,7.98329156223893
12,2007-03-31,San Francisco,Los Angeles,5.101898101898102
13,2007-03-31,Chicago,Minneapolis,14.323396567299007
14,2007-03-31,Los Angeles,San Francisco,4.210930009587727
15,2007-04-30,Minneapolis,Chicago,13.31786339754816
16,2007-04-30,Las Vegas,Los Angeles,8.343347639484978
17,2007-04-30,San Francisco,Los Angeles,8.195201744820066
18,2007-04-30,Chicago,Minneapolis,11.197452229299364
19,2007-04-30,Los Angeles,San Francisco,6.940106951871658
20,2007-05-31,Minneapolis,Chicago,7.347343378271213
21,2007-05-31,Las Vegas,Los Angeles,5.779495524816924
22,2007-05-31,San Francisco,Los Angeles,7.4
23,2007-05-31,Chicago,Minneapolis,4.782932891466445
24,2007-05-31,Los Angeles,San Francisco,8.499460625674217
25,2007-06-30,Minneapolis,Chicago,16.145797598627787
26,2007-06-30,Las Vegas,Los Angeles,7.853321829163072
27,2007-06-30,San Francisco,Los Angeles,13.70111111111111
28,2007-06-30,Chicago,Minneapolis,14.109009009009009
29,2007-06-30,Los Angeles,San Francisco,11.997777777777777
30,2007-07-31,Minneapolis,Chicago,16.59843205574913
31,2007-07-31,Las Vegas,Los Angeles,8.424166666666666
32,2007-07-31,San Francisco,Los Angeles,17.93565976008724
33,2007-07-31,Chicago,Minneapolis,14.627180899908172
34,2007-07-31,Los Angeles,San Francisco,14.300424628450106
35,2007-08-31,Minneapolis,Chicago,24.040286481647268
36,2007-08-31,Las Vegas,Los Angeles,10.51963993453355
37,2007-08-31,San Francisco,Los Angeles,15.943894389438944
38,2007-08-31,Chicago,Minneapolis,23.321665089877012
39,2007-08-31,Los Angeles,San Francisco,11.655685441020191
40,2007-09-30,Minneapolis,Chicago,16.379924953095685
41,2007-09-30,Las Vegas,Los Angeles,4.099570815450644
42,2007-09-30,San Francisco,Los Angeles,10.060335195530726
43,2007-09-30,Chicago,Minneapolis,14.006930693069307
44,2007-09-30,Los Angeles,San Francisco,9.769832402234638
45,2007-10-31,Minneapolis,Chicago,15.889084507042254
46,2007-10-31,Las Vegas,Los Angeles,4.5749792874896436
47,2007-10-31,San Francisco,Los Angeles,14.535940803382664
48,2007-10-31,Chicago,Minneapolis,12.710944808231993
49,2007-10-31,Los Angeles,San Francisco,15.037974683544304
50,2007-11-30,Minneapolis,Chicago,6.487935656836461
51,2007-11-30,Las Vegas,Los Angeles,6.8313458262350935
52,2007-11-30,San Francisco,Los Angeles,16.87226277372263
53,2007-11-30,Chicago,Minneapolis,6.509859154929577
54,2007-11-30,Los Angeles,San Francisco,14.421052631578947
55,2007-12-31,Minneapolis,Chicago,25.48345035105316
56,2007-12-31,Las Vegas,Los Angeles,10.727909011373578
57,2007-12-31,San Francisco,Los Angeles,24.628930817610062
58,2007-12-31,Chicago,Minneapolis,24.335463258785943
59,2007-12-31,Los Angeles,San Francisco,20.558243727598565
0,2008-01-31,Minneapolis,Chicago,18.415718717683557
1,2008-01-31,Las Vegas,Los Angeles,13.488475177304965
2,2008-01-31,San Francisco,Los Angeles,35.04247104247104
3,2008-01-31,Chicago,Minneapolis,16.56291390728477
4,2008-01-31,Los Angeles,San Francisco,31.41431261770245
5,2008-02-29,Minneapolis,Chicago,20.07398843930636
6,2008-02-29,Las Vegas,Los Angeles,12.37512742099898
7,2008-02-29,San Francisco,Los Angeles,21.914
8,2008-02-29,Chicago,Minneapolis,17.78148148148148
9,2008-02-29,Los Angeles,San Francisco,20.127659574468087
10,2008-03-31,Minneapolis,Chicago,19.046487603305785
11,2008-03-31,Las Vegas,Los Angeles,8.902862985685072
12,2008-03-31,San Francisco,Los Angeles,12.854922279792746
13,2008-03-31,Chicago,Minneapolis,13.129608938547486
14,2008-03-31,Los Angeles,San Francisco,10.68922305764411
15,2008-04-30,Minneapolis,Chicago,13.948869223205506
16,2008-04-30,Las Vegas,Los Angeles,4.775257731958763
17,2008-04-30,San Francisco,Los Angeles,9.192173913043478
18,2008-04-30,Chicago,Minneapolis,8.093048128342247
19,2008-04-30,Los Angeles,San Francisco,6.391156462585034
20,2008-05-31,Minneapolis,Chicago,12.216300940438872
21,2008-05-31,Las Vegas,Los Angeles,6.124137931034483
22,2008-05-31,San Francisco,Los Angeles,13.704487722269263
23,2008-05-31,Chicago,Minneapolis,7.065803667745415
24,2008-05-31,Los Angeles,San Francisco,10.2682119205298
25,2008-06-30,Minneapolis,Chicago,23.768421052631577
26,2008-06-30,Las Vegas,Los Angeles,7.397773279352227
27,2008-06-30,San Francisco,Los Angeles,22.233644859813083
28,2008-06-30,Chicago,Minneapolis,21.36137440758294
29,2008-06-30,Los Angeles,San Francisco,17.664185277088503
30,2008-07-31,Minneapolis,Chicago,11.96080627099664
31,2008-07-31,Las Vegas,Los Angeles,7.12316715542522
32,2008-07-31,San Francisco,Los Angeles,17.77411376751855
33,2008-07-31,Chicago,Minneapolis,11.23206278026906
34,2008-07-31,Los Angeles,San Francisco,11.931983805668017
35,2008-08-31,Minneapolis,Chicago,8.458959537572253
36,2008-08-31,Las Vegas,Los Angeles,6.811111111111111
37,2008-08-31,San Francisco,Los Angeles,12.752542372881356
38,2008-08-31,Chicago,Minneapolis,5.0503512880562065
39,2008-08-31,Los Angeles,San Francisco,9.201666666666666
40,2008-09-30,Minneapolis,Chicago,4.2518518518518515
41,2008-09-30,Las Vegas,Los Angeles,3.3421052631578947
42,2008-09-30,San Francisco,Los Angeles,8.40102564102564
43,2008-09-30,Chicago,Minneapolis,3.875
44,2008-09-30,Los Angeles,San Francisco,6.0814070351758795
45,2008-10-31,Minneapolis,Chicago,2.4192439862542954
46,2008-10-31,Las Vegas,Los Angeles,1.57989417989418
47,2008-10-31,San Francisco,Los Angeles,7.121852970795569
48,2008-10-31,Chicago,Minneapolis,1.5717703349282297
49,2008-10-31,Los Angeles,San Francisco,4.964636542239686
50,2008-11-30,Minneapolis,Chicago,2.3499433748584373
51,2008-11-30,Las Vegas,Los Angeles,8.382022471910112
52,2008-11-30,San Francisco,Los Angeles,8.851485148514852
53,2008-11-30,Chicago,Minneapolis,2.14906103286385
54,2008-11-30,Los Angeles,San Francisco,5.741127348643007
55,2008-12-31,Minneapolis,Chicago,18.17051282051282
56,2008-12-31,Las Vegas,Los Angeles,14.521058965102286
57,2008-12-31,San Francisco,Los Angeles,23.77466251298027
58,2008-12-31,Chicago,Minneapolis,15.657252888318357
59,2008-12-31,Los Angeles,San Francisco,18.305858987090367
